key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,Search,,DOI (Screened),For search,,,,,
rayyan-1032990652,Affective-Blue Design Methodology for Product Design Based on Integral Kansei Engineering,2022,,,Mathematical Problems in Engineering,,2022,,,"Lian, W. and Wang, K.-C. and Li, Y. and Chen, H.-Y. and Yang, C.-H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129943837&doi=10.1155%2f2022%2f5019588&partnerID=40&md5=ce87ebb567ea13b9cbd0bda4ae8a822b,,,,"Sustainable product designs always draw much attention. However, sustainable or green products are usually costly. This contradiction can be solved via blue design. The concept of blue design originates from the blue economy which is a popular strategy for providing sustainable, healthy, but cheap socioeconomic activities. This study innovatively implements the ideas of sustainability and economy from the blue economy, and the affection (or Kansei in Japanese) from the Kansei engineering into a product design process to become a novel affective-blue design methodology of a product form. The proposed methodology mainly contains three aspects. The first aspect is the merge of a novel Kansei blue model with the traditional Kansei engineering to deal with the semantic space and form decomposition issues encountered in the product form designing process. The second aspect is the adoption of proper data mining schemes to optimally trim and obtain the kernel information from the Kansei evaluation data of products. The third aspect is the usage of appropriate machine learning schemes to establish a precise relationship between product images and design elements from the kernel information. A case study was conducted for the form design of a computer-numerical-control lathe to evaluate the effectiveness of our proposed methodology. The verification results, that all predictive errors are within 4.5% for test samples, show that our blue-affective design methodology is quite satisfying. Through applying this proposed methodology, designers may correctly evaluate and easily catch the essential blue and affective design factors for designing a good industrial product, such as a computer-numerical-control machine tool. © 2022 Wenwu Lian et al.",Export Date: 03 July 2023; Cited By: 2 | RAYYAN-INCLUSION: { Xiaoyu => Excluded },10.1155/2022/5019588,Computer control systems;Data mining;Economics;Machine tools;Numerical control systems;Semantics;Sustainable development;Affective design;Blue economies;Design Methodology;Green products;Kansei Engineering;Product design process;Product forms;Socio-economics;Sustainable product designs;Sustainable products;Product design,,,10.1155/2022/5019588,DOI(,,,,,,,
rayyan-1032990653,"Seafood Without the Sea: Article 20 of the Agreement on Trade-Related Aspects of Intellectual Property Rights, the 'Justifiability Test' and Innovative Technologies in a Sustainable Blue Economy",2022,,,Journal of World Investment and Trade,,23,1,68-94,"De Amstalden, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125487433&doi=10.1163%2f22119000-12340241&partnerID=40&md5=5fabae8e12d7e72f4e1f7a3fe68dd4e5,,,,"With the growing global demand for seafood and ocean ecosystems increasingly at risk, advances in the field of cellular aquaculture provide a unique opportunity to foster sustainable fisheries. However, the successful commercialization of cell-based seafood requires the adoption of the regulation on product labelling. This article explores the trademarks issues of cell-based foods specifically and whether these types of intellectual property rights can contribute to the promotion of sustainable fisheries in the so-called 'blue economy'. It examines the extent to which international trademark protection has the ability to contribute to better ocean governance by accommodating higher public policy imperatives, the recent case law on Article 20 of the Agreement on Trade-Related Aspects of Intellectual Property Rights, and the newly adopted 'justifiability test' for special requirements as they apply to trademarks. It appraises some of the legal implications for the regulatory design of domestic labelling regulation as they apply to cell-based seafood.  Copyright © 2022 by Mariela de Amstalden.","Export Date: 03 July 2023; Cited By: 0 | RAYYAN-INCLUSION: { Xiaoyu => Included } | RAYYAN-LABELS: neutral,fisheries,aquaculture",10.1163/22119000-12340241,Agreement on Trade-Related Aspects of Intellectual Property Rights;cell-based technology;justifiability test;labelling;sustainable blue economy;trademarks;Seafood,,,10.1163/22119000-12340241,DOI(,10.1163/22119000-12340241,DOI(10.1163/22119000-12340241) OR,,,,,
rayyan-1032990654,Looking for a Chinese solution to global problems: The situation and countermeasures of marine plastic waste and microplastics pollution governance system in China,2021,,,Chinese Journal of Population Resources and Environment,,19,4,352-357,"Yang, Y. and Chen, L. and Xue, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130977907&doi=10.1016%2fj.cjpre.2022.01.008&partnerID=40&md5=1910a5546c65717df87be4abd265de12,,,,"As one of the top ten environmental problems to be solved in the world, marine plastic waste and microplastic pollution seriously affect the health of marine ecosystems and the sustainable development of Marine economies. It is necessary to promote the establishment of a scientific and systematic Marine plastic waste and microplastic pollution control system and take strong measures to fundamentally curb and reverse the trend of marine pollution intensification in China. This paper first explains the practical significance of marine plastic waste and microplastic pollution control from three aspects: the sustainable development of the blue economy, the structural upgrading of the pan-plastic industry, and the improvement of public health awareness. Secondly, the particularity of marine plastic waste and microplastic pollution control system is summarized from three aspects of formation mechanism, migration path and damage performance. Then, it identifies domestic and international governance strategies and action plans from the perspectives of mechanism, subject, object, and measures, summarizes existing problems in the existing marine plastic waste and microplastic pollution control system, and gives directions for future improvement. Finally, some countermeasures and suggestions are put forward to accelerate the construction of China's marine plastic waste and microplastic pollution control system, including the formation of a cross sectoral integrated land and sea control system, a full life cycle waste management process, a multi-participation model for marine ecological and environmental governance, and a global marine pollution prevention and control system. © The Authors","Export Date: 03 July 2023; Cited By: 7 | RAYYAN-INCLUSION: { Marianne => Excluded ,  Basil  => Included } | RAYYAN-LABELS: Energy,positive,Biotechnology",10.1016/j.cjpre.2022.01.008,Global governance;Governance system;Land and marine development in a coordinated way;Marine plastic waste;Microplastic pollution;China;Military Personnel,,,10.1016/j.cjpre.2022.01.008,DOI(,,,,,,,
rayyan-1032990655,Automatic generation of sailing holiday itineraries using vessel density data and semantic technologies,2022,,,Information Technology and Tourism,,,,,"Komninos, A. and Kostopoulos, C. and Garofalakis, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126296905&doi=10.1007%2fs40558-022-00224-x&partnerID=40&md5=fc76f72420f1b65103a15f81e8beefb2,,,,"Sailing holiday activities represent a significant portion of the Blue Economy growth in Europe and across the world. Due to the global financial crisis, yacht ownership has declined, but demand for such holiday products remained steady, therefore shifting the yachters profile towards younger and less experienced consumers who prefer to charter boats, rather than own one. Boat chartering offers more flexibility to explore different regions from year to year, but this means that significantly more time must be spent planning the route, since local experience is absent. The tourists’ experience during the initial contemplation and planning phase, taking place weeks or months before an actual trip, and where a broad range of route options needs to be explored, could thus significantly benefit from support given by automated IT tools. Current literature demonstrates a complete lack of research in the development of itinerary recommendation systems in the context of sailing holidays. In this paper, we describe a methodology for the automatic generation of route recommendations, based on the semantic modelling of spatial data, and the determination of realistic sea route options, based on vessel density maps produced from raw AIS data. We demonstrate the implementation and results from this methodology using one of the most popular sailing regions of Greece, namely the Ionian Sea, as a case study. © 2022, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",Export Date: 03 July 2023; Cited By: 0 | RAYYAN-INCLUSION: { Xiaoyu => Excluded },10.1007/s40558-022-00224-x,Genetic algorithms;Itinerary recommendation;Maritime trip planning;Route planning;Semantic spatial modelling;Vessel routing;Semantics,,,10.1007/s40558-022-00224-x,DOI(,,,,,,,
rayyan-1032990656,Network architecture design for floating cities,2021,,,IEEE AFRICON Conference,,2021,,,"Periola, A.A. and Alonge, A.A. and Ogudo, K.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118435143&doi=10.1109%2fAFRICON51333.2021.9570904&partnerID=40&md5=805944a67301f44ba2a604dead656ecf,,,,"Increasing population and the need to realize sustainable living necessitates finding alternative housing solutions when land resources are insufficient. A suitable solution is ocean based future cities. These cities have subscribers requiring network connectivity to access content like existing terrestrial network subscribers. Therefore, communication networks should be designed for floating city subscribers. This paper presents the network architecture for a floating city network suited for floating city subscribers. The research presents the architecture and computing entities required to realize cloud computing capability in the proposed network architecture. In addition, the presented research proposes new role for networking architecture in the context of the blue economy and the realization of future human living spaces. © 2021 IEEE.","Export Date: 03 July 2023; Cited By: 0 | RAYYAN-INCLUSION: { Marianne => Included ,  Basil  => Maybe } | RAYYAN-LABELS: neutral,non-targeted,Tier 2 (Applications)",10.1109/AFRICON51333.2021.9570904,Blue economy;Computing systems;Future cities;Human cities;Networking;Computer architecture;Blue economies;Computing system;Future city;Human city;Land resources;Network architecture design;Network connectivity;Suitable solutions;Terrestrial networks;Network architecture,,,10.1109/AFRICON51333.2021.9570904,DOI(,10.1109/AFRICON51333.2021.9570904,DOI(10.1109/AFRICON51333.2021.9570904) OR,,,,,
rayyan-1032990657,Public preferences for policy intervention to protect public health from maritime activities: A 14 European country study,2021,,,Global Environmental Change,,71,,,"Roberts, B.R. and White, M.P. and Davison, S.M.C. and McMeel, O. and Eatock, C. and Kellett, P. and Calewaert, J.-B. and Fleming, L.E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118539912&doi=10.1016%2fj.gloenvcha.2021.102397&partnerID=40&md5=5d84173bc0f60f5a42cb19a6380a26e2,,,,"Marine ecosystems provide a wide range of goods and services that directly and indirectly benefit economies and support human health and wellbeing. However, these ecosystems are vulnerable to anthropogenic influences such as climate change, pollution and habitat destruction. The European Union (EU) recognises the role of the blue economy in providing jobs and contributing to economic growth, with the EU Integrated Maritime Policy being a cross-sectoral framework within which maritime activities are managed and coordinated. Sustainability is a central tenet, ensuring that sectors such as aquaculture and offshore wind energy, which are earmarked for growth, must develop in ways that do not negatively impact the health of the marine environment. However, there is currently little consideration of how these activities might impact public health. The current research used survey data from 14 European countries to explore public perceptions of these issues, broadly focusing on 10 maritime activities, with a specific focus on five activities related to the EU's 2012 Blue Growth Strategy. The respondents appreciated the interconnections between these maritime activities, environmental protection and public health, as well as the potential trade-offs. Preferences for policy intervention to protect public health from different activities were predicted by both marine contact (marine sector employment, recreational activities) and socio-demographic (political attitudes, gender, age) variables, potentially aiding future engagement and communication initiatives. Substantive differences observed across countries in terms of policy preferences for different activities, however, warn against generalising for the European population as a whole. © 2021 The Authors","Export Date: 03 July 2023; Cited By: 6 | RAYYAN-INCLUSION: { Marianne => Included ,  Basil  => Included } | RAYYAN-LABELS: neutral,Tier 1 (BE),non-targeted",10.1016/j.gloenvcha.2021.102397,Blue growth;European policy;Maritime activities;Oceans and human health;Public health;Public perception;environmental protection;European Union;marine environment;perception;policy approach;public health,,,10.1016/j.gloenvcha.2021.102397,DOI(,10.1016/j.gloenvcha.2021.102397,DOI(10.1016/j.gloenvcha.2021.102397) OR,,,,,
rayyan-1032990658,Using research and development indicators to shape innovation in Mauritius,2022,,,"African Journal of Science, Technology, Innovation and Development",,14,7,1813-1828,"Madhou, M. and Moosun, S.B. and Nagowah, D.N.-M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121442133&doi=10.1080%2f20421338.2021.1985947&partnerID=40&md5=e2ce1f5ed31a0a908e8e841c62a9be62,,,,"Research and Development (R&D) measurements are widely used in the formulation of evidence-based policies to boost a country’s innovation performance. This paper showcases how traditional (Expenditure and Number of Researchers) and country specific R&D data were used for the first time in Mauritius to formulate informed policy measures. A national survey covering the financial year 2019/2020 was conducted. Five hundred and fifty-three Researchers (Full Time Equivalence) per million of inhabitants were recorded. Gross Expenditure and Business R&D Expenditures as a percentage of GDP were 0.37% and 0.07% respectively. Highest expenditures for Business, Government and Higher Education sectors were in Engineering & Technology, Agricultural and Natural Sciences respectively, hence demonstrating a lack of synergy between the three sectors. Bibliometric analysis was conducted to evaluate the trend in publication output over the last five years. 6.2% of Mauritian publications were in Ocean Sciences and 21% of international publications were co-authored with a partner from Africa. These call for a realignment of R&D strategies for Mauritius to attain its goals to become a Blue Economy and a regional knowledge hub. Potential policy recommendations include mechanisms to be put in place for enhanced- public/private sector dialogue and targeted Research Funding schemes in relation to country goals. © 2021 African Journal of Science, Technology, Innovation and Development.",Export Date: 03 July 2023; Cited By: 1 | RAYYAN-INCLUSION: { Xiaoyu => Excluded },10.1080/20421338.2021.1985947,bibliometric;expenditure;innovation;knowledge hub;ocean;policy;research and development,,,10.1080/20421338.2021.1985947,DOI(,,,,,,,
rayyan-1032990659,Investigating the climate-related risk of forest fires for mediterranean islands’ blue economy,2021,,,Sustainability (Switzerland),,13,18,,"Bacciu, V. and Hatzaki, M. and Karali, A. and Cauchy, A. and Giannakopoulos, C. and Spano, D. and Briche, E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114753169&doi=10.3390%2fsu131810004&partnerID=40&md5=7f457ffdfcbaf956e900e23885a9df44,,,,"The Mediterranean islands’ blue economy and, more specifically, the tourism sector, largely regulate Europe’s gross product. Climate change threatens the ecological, societal, and economic sustainability of the islands in many ways, with increasing wildfires making up one of the most critical components of the climate change impacts on tourism. Here, we aim to identify and assess forest fire vulnerability and risk due to climate change for seven Mediterranean islands through the application of the “impact chain” conceptual framework. The backbone of this approach requires the integration of quantitative and qualitative data according to the three main risk components sensu the Intergovernmental Panel on Climate Change (IPCC), i.e., hazard, exposure, and vulnerability, with a structured participatory approach involving stakeholders and experts. Our results illustrate the islands with high potential for improvement in terms of adapting capacity and, by indicating the contribution of the different risk components, highlight the main environmental and socio-economic elements that affect the islands’ vulnerability and risk under climate change. The approach’s potentials and constraints are discussed, suggesting that the method can be handily used to point out the priorities that must be addressed by mitigation and adaptation policies and measures at the island level. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Export Date: 03 July 2023; Cited By: 7 | RAYYAN-INCLUSION: { Marianne => Included ,  Basil  => Included } | RAYYAN-LABELS: neutral,tourism,Tier 1 (BE)",10.3390/su131810004,Blue economy;EURO-CORDEX;Fire weather;Forest fires;Future climate projections;H2020 SOCLIMPACT;Impact chains;Mediterranean islands;Europe;adaptive management;climate change;climate effect;Intergovernmental Panel on Climate Change;mitigation;participatory approach;risk assessment;socioeconomic conditions;stakeholder;Trees,,,10.3390/su131810004,DOI(,10.3390/su131810004,DOI(10.3390/su131810004) OR,,,,,
rayyan-1032990660,Identifying the blue economy global epistemic community,2021,,,Water (Switzerland),,13,22,,"Vega-Muñoz, A. and Salazar-Sepúlveda, G. and Contreras-Barraza, N.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119585286&doi=10.3390%2fw13223234&partnerID=40&md5=c4577f59d45d8e7d1713425176bbc1ef,,,,"The following article aims to identify the characteristics of the epistemic community of Blue Economy researchers, through the description of its scientific production, its special organization and clustering. The information was examined using bibliometric techniques on 302 research works using the Web of Science databases (JCR) between 2013 and 2021. At the same time, VOSviewer software was used to represent the relationships metrically and visually between the data and metadata. A set of research works is reviewed which relates environmental conservation and its implication in the development of the territory, and the relationship between technology and the improvement of ocean management, to highlight those state interventions where benefits are generated for the population or where there is an important challenge for improvement. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Export Date: 03 July 2023; Cited By: 5 | RAYYAN-INCLUSION: { Marianne => Excluded ,  Basil  => Excluded } | RAYYAN-LABELS: Energy,positive,aquaculture,non-targeted",10.3390/w13223234,Aquaculture;Blue Economy;Coastal;Energy;Environmental;Politics;Data visualization;Bibliometric techniques;Blue economies;Clusterings;Data and metadata;Environmental conservation;Epistemic communities;Web of Science;conservation management;detection method;economic conditions;marine environment;software;Environmental technology,,,10.3390/w13223234,DOI(,,,,,,,
rayyan-1032990661,Electrification of the seas: Foresight for a sustainable blue economy,2021,,,Journal of Cleaner Production,,322,,,"Spaniol, M.J. and Hansen, H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115771641&doi=10.1016%2fj.jclepro.2021.128988&partnerID=40&md5=7d80bd63bcb7d70042a79a7107929d75,,,,"Productive activity in the North Sea Region (NSR) is expected to intensify, diversify, and expand further offshore. Pressure to decarbonize and “electrify” the existing and emerging industries of the ocean economies offer an opportunity as the electrification of the seas has captured the imagination of industry and policymakers as a pathway to achieving sustainable growth. Using the methods of morphological analysis, thematic analysis, and structural analysis, this article identifies and reports on six innovation concepts for the electrification of the seas: Charging at wind farms; Charging at fish farms; Charging at thermal-powered platforms; Charging by floating solar panels; Charging at tidal plants; Charging at offshore container terminals. This article provides a base for entrepreneurship by generating insight into the affecting variables for each configuration as well as the identification of the strategic variables. It furthermore contributes a novel methodological approach to produce said understanding. The paper concludes with prospects for the electrification of the seas and charts a pathway for sustainable transition of the ocean economies. © 2021 Elsevier Ltd","Export Date: 03 July 2023; Cited By: 2 | RAYYAN-INCLUSION: { Marianne => Included ,  Basil  => Included } | RAYYAN-LABELS: Energy,positive,Tier 2 (Applications)",10.1016/j.jclepro.2021.128988,Electrification;Morphological analysis;Offshore charging;Strategic foresight;Structural analysis;Thematic analysis;Zero-emission;Fish;Linguistics;Offshore oil well production;Offshore wind farms;Blue economies;North Sea;Offshores;Policy makers;Sustainable growth;Zero emission;Electric utilities,,,10.1016/j.jclepro.2021.128988,DOI(,10.1016/j.jclepro.2021.128988,DOI(10.1016/j.jclepro.2021.128988) OR,,,,,
rayyan-1032990662,"COVID-19 restrictions and their influences on ambient air, surface water and plastic waste in a coastal megacity, Chennai, India",2021,,,Marine Pollution Bulletin,,171,,,"Robin, R.S. and Purvaja, R. and Ganguly, D. and Hariharan, G. and Paneerselvam, A. and Sundari, R.T. and Karthik, R. and Neethu, C.S. and Saravanakumar, C. and Semanti, P. and Prasad, M.H.K. and Mugilarasan, M. and Rohan, S. and Arumugam, K. and Samuel, V.D. and Ramesh, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111812868&doi=10.1016%2fj.marpolbul.2021.112739&partnerID=40&md5=8ace039c0662ea45d949dcca71232cdf,,,,"Anthropogenic activities experienced a pause due to the nationwide lockdown, imposed to contain the rapid spread of COVID-19 in the third week of March 2020. The impacts of suspension of industrial activities, vehicular transport and other businesses for three months (25 March-30 June) on the environmental settings of Chennai, a coastal megacity was assessed. A significant reduction in the key urban air pollutants [PM2.5 (66.5%), PM10 (39.5%), NO2 (94.1%), CO (29%), O3 (45.3%)] was recorded as an immediate consequence of the reduced anthropogenic activities. Comparison of water quality of an urban river Adyar, between pre-lockdown and lockdown, showed a substantial drop in the dissolved inorganic N (47%) and suspended particulate matter (41%) during the latter period. During the pandemic, biomedical wastes in India showed an overall surge of 17%, which were predominantly plastic. FTIR-ATR analysis confirmed the polymers such as polypropylene (25.4%) and polyester (15.4%) in the personal protective equipment. © 2021 Elsevier Ltd","Export Date: 03 July 2023; Cited By: 16 | RAYYAN-INCLUSION: { Marianne => Excluded ,  Basil  => Included } | RAYYAN-LABELS: positive,Biotechnology",10.1016/j.marpolbul.2021.112739,Air pollutants;Blue economy;COVID-19 lockdown;India;Marine ecosystem;Plastic waste;Air Pollutants;Air Pollution;Cities;Communicable Disease Control;COVID-19;Environmental Monitoring;Humans;Particulate Matter;Plastics;SARS-CoV-2;Water;Chennai;Tamil Nadu;Atmospheric movements;Ecosystems;Marine pollution;Polypropylenes;Protective clothing;River pollution;Surface waters;plastic;water;Ambient air;Anthropogenic activity;Blue economies;Megacities;Plastics waste;Water wastes;ambient air;atmospheric pollution;environmental risk;health impact;health risk;lockdown;plastic waste;waste disposal;air pollutant;air pollution;city;communicable disease control;environmental monitoring;human;particulate matter;Water quality;Megestrol Acetate,,,10.1016/j.marpolbul.2021.112739,DOI(,,,,,,,
rayyan-1032990663,Informed selfishness – Practical reflections on building a sustainable ocean economy,2021,,,Marine Policy,,133,,,"Addo, K.A. and Adeyemo, O. and Adewumi, I.J. and Blasiak, R. and Juniper, S.K. and Owens, D. and Owens, T. and Sumaila, U.R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113424562&doi=10.1016%2fj.marpol.2021.104735&partnerID=40&md5=0ad83c2b92d7fb3fd3af493a7fd3082a,,,,"In September 2018, a group of 14 Heads of States and Governments from all regions of the world came together to create the High Level Panel (HLP) for a Sustainable Ocean Economy (SOE). The HLP is co-chaired by the Prime Minister of Norway and the President of Palau. Simply put, the HLP seeks to ensure a SOE worldwide. In February 2021, the #VirtualBlueDecade initiative convened a panel of ocean practitioners from both the Global South and Global North to reflect on practical ways to build a SOE. Here, we present a summary of the key issues discussed by the panel, grouped around five topics: (i) words do initiate actions; (ii) goal setting is an important step in achieving a SOE; (iii) unsustainable practices are no longer justifiable as necessary evils for funding or obtaining social license for the transformation to a SOE; (iv) scientists must learn to communicate with policy makers; and (v) support South-South cooperation. We conclude that to achieve a SOE, the concept of “Informed Selfishness” should be considered as a guiding principle for developing policies and implementing sustainability actions. © 2021","Export Date: 03 July 2023; Cited By: 1 | RAYYAN-INCLUSION: { Marianne => Included ,  Basil  => Included } | RAYYAN-LABELS: neutral,fisheries,Tier 1 (BE)",10.1016/j.marpol.2021.104735,Economy;Fisheries;Global;Global South and Global North;Local;Regional;Sustainable oceans;Norway;communication;fishery management;international cooperation;policy implementation;policy making;sustainability,,,10.1016/j.marpol.2021.104735,DOI(,10.1016/j.marpol.2021.104735,DOI(10.1016/j.marpol.2021.104735) OR,,,,,
rayyan-1032990664,Mobility-Aware Resource Management for Integrated Satellite-Maritime Mobile Networks,2022,,,IEEE Network,,36,1,121-127,"Xiao, A. and Wang, X. and Wu, S. and Jiang, C. and Ma, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118628878&doi=10.1109%2fMNET.011.2100197&partnerID=40&md5=7cd25ed7cb34f211b35b95e9082f7f44,,,,"The rapid development of the blue economy has generated fast growth in the demand for maritime communications, which requires strong network capacities. Due to the poor climate and construction conditions, maritime communications significantly lag behind their terrestrial counterparts, which hinders the application and optimization of maritime mobile services. Recently, the cloud-edge-terminal (CET) architecture has enabled terrestrial mobile users to use all devices and facilities collaboratively, which effectively alleviates network pressure and improves users' quality of experience (QoE). To bring these advantages to the maritime scenario, this article proposes an integrated satellite-maritime CET architecture, and considers the mobility of maritime vehicles in network resource management, including integrated transmission optimization, CET offloading, and proactive caching with resource-sharing maritime edge clusters. These proposals can provide a new perspective for future maritime network management to be more suitable for the mobility of maritime communication entities.  © 2022 IEEE.",Export Date: 03 July 2023; Cited By: 2 | RAYYAN-INCLUSION: { Xiaoyu => Included } | RAYYAN-LABELS: Tier 2 (Applications),10.1109/MNET.011.2100197,Computer architecture;Mobile telecommunication systems;Natural resources management;Network architecture;Quality of service;Resource allocation;Vehicle transmissions;Wireless networks;Blue economies;Collaboration;Delay;Fast growths;Marine vehicles;Maritime communication;Mobility-aware;Optimisations;Resource management;Terminal architectures;Satellites,,,10.1109/MNET.011.2100197,DOI(,10.1109/MNET.011.2100197,DOI(10.1109/MNET.011.2100197) OR,,,,,
rayyan-1032990665,Blue economy based on local DNA in Taiwan: Marine regional revitalisation under the collaboration of the local and central government,2021,,,Marine Policy,,132,,,"Chen, T.-A.P. and Shih, Y.-C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114064160&doi=10.1016%2fj.marpol.2021.104668&partnerID=40&md5=92bf1764db7381d71ef363b96cac176d,,,,"To tackle the problems of population reduction, population concentration in urban areas, and imbalance between urban and rural development, the Executive Yuan of Taiwan approved the National Strategic Plan on Regional Revitalisation, in which 2019 was declared as being the first year of regional revitalisation in Taiwan. The mechanism of regional revitalisation emphasises exploring local DNA, characterising resources, and clarifying industrial positioning. This revitalisation may promote the return of young people to the countryside and encourage the younger generation to take over traditional industry operations. Moreover, they can innovate the design to activate idle facilities to become a local characteristic field. This revitalisation will gradually attract talent and imbue local traditional industries with new kinetic energy. With regard to this study the authors adopt the analysis method, observation method, field research and interview method. For regional revitalisation in marine and coastal waters, the Ocean Affairs Council proposes the following strategies: establishing a public–private partnership platform for marine science and technology issues, training young marine talent, addressing the cultural heritage of marine aboriginal villages, and counselling local marine specialists. As a case study, this paper analyses the situation and the development of the marine leisure revitalisation industry in the local area of Kouhu Township in Yunlin County. Meanwhile, the work has found that successful regional revitalisation need to collaborate local governments and NGOs to make good use of local DNA and to create a blue economy in local areas. © 2021 Elsevier Ltd","Export Date: 03 July 2023; Cited By: 3 | RAYYAN-INCLUSION: { Marianne => Included ,  Basil  => Included } | RAYYAN-LABELS: neutral,fisheries,Tier 2 (Applications)",10.1016/j.marpol.2021.104668,"Blue economy;Collaboration;Local DNA;Regional revitalisation;Taiwan;Yunlin;fishing industry;local government;marine environment;marine technology;nongovernmental organization;public-private partnership;young population;DNA (Cytosine-5-)-Methyltransferase;DNA, B-Form;DNA, A-Form;DNA-(Apurinic or Apyrimidinic Site) Lyase;Military Personnel;DNA",,,10.1016/j.marpol.2021.104668,DOI(,10.1016/j.marpol.2021.104668,DOI(10.1016/j.marpol.2021.104668) OR,,,,,
rayyan-1032990666,Regulating the Blue Economy? Challenges to an effective Canadian aquaculture act,2021,,,Marine Policy,,131,,,"Wiber, M.G. and Mather, C. and Knott, C. and Gómez, M.A.L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111189197&doi=10.1016%2fj.marpol.2021.104700&partnerID=40&md5=f24bd20bc45b139c1ec8410532ac3322,,,,"The potential role of aquaculture in Canada's Blue Economy strategy has injected new urgency into drafting national legislation to regulate the country's aquaculture sector. This renewed focus on national aquaculture legislation is supported by industry who expect that an aquaculture act will lead to streamlined regulation and state support for aquaculture production and development, but also by environmental non-governmental organizations who seek stronger regulatory governance over an industry that has a long history of socio-ecological conflicts. In this brief commentary, we identify three key challenges to the establishment of a national aquaculture act in Canada and we examine the likely impact of these challenges to the future shape and direction of aquaculture regulation, with implications that extend beyond Canada. We critically reflect on the potential implications of a weak act, one that will not overcome the ongoing socio-ecological conflicts associated with aquaculture in Canada and elsewhere. The most likely outcome will be for these conflicts and demands to be resolved in the courts, which will provide a new critical area for social science research on marine policy. © 2021 Elsevier Ltd","Export Date: 03 July 2023; Cited By: 11 | RAYYAN-INCLUSION: { Marianne => Included ,  Basil  => Included } | RAYYAN-LABELS: negative,aquaculture,Tier 2 (Applications)",10.1016/j.marpol.2021.104700,"Aquaculture act;Blue Economy;Canada;aquaculture production;conflict management;critical analysis;demand analysis;legislation;regulatory framework;Social Control, Formal;Social Control, Informal",,,10.1016/j.marpol.2021.104700,DOI(,10.1016/j.marpol.2021.104700,DOI(10.1016/j.marpol.2021.104700) OR,,,,,
